iter	Accuracy	Logloss
231	0.6570161647	0.6109750797
232	0.6570284479	0.6109193365
233	0.6570161647	0.6108386527
234	0.6570284479	0.610821091
235	0.6569424655	0.6107770079
236	0.6571267135	0.6107335679
237	0.6569670319	0.610689969
238	0.6569056159	0.610671115
239	0.6569056159	0.6106631265
240	0.6568441999	0.6106382356
241	0.6570161647	0.6105814856
242	0.6570407311	0.6105388753
243	0.6570898639	0.6105052983
244	0.6572004127	0.6104735054
245	0.6572126959	0.6104538317
246	0.6571635631	0.6103685667
247	0.657642608	0.6102808244
248	0.6576303248	0.6102364298
249	0.6577408736	0.6101938978
250	0.6578637056	0.6101744534
251	0.6579374048	0.6101319839
252	0.657888272	0.6100571673
253	0.6579128384	0.6100142533
254	0.65807252	0.609946715
255	0.6582076352	0.6098857363
256	0.6581830688	0.6098209245
257	0.6581462192	0.6098138839
258	0.6581707856	0.6097720067
259	0.6580970864	0.6096894328
260	0.6582076352	0.6096681727
261	0.6581585024	0.6096267136
262	0.6582813344	0.6095928835
263	0.6583673169	0.6095194147
264	0.6584287329	0.6094847119
265	0.6584901489	0.6094286917
266	0.6586006977	0.6093467374
267	0.6588586449	0.6092823786
268	0.6589569105	0.6092685073
269	0.6589200609	0.6091965985
270	0.6589323441	0.6091838194
271	0.6590428929	0.6091436935
272	0.6590920257	0.6090807801
273	0.6590428929	0.6090642617
274	0.6591043089	0.6090434434
275	0.6591411586	0.6089767972
276	0.659227141	0.6088970614
277	0.659227141	0.6088837878
278	0.6593745394	0.6087962716
279	0.659411389	0.6087742904
280	0.6594850882	0.6087134147
281	0.6593868226	0.6086670264
282	0.6593254066	0.6086402328
283	0.6595096546	0.6085805516
284	0.6594850882	0.6085528227
285	0.6596447698	0.608515559
286	0.6597676018	0.6084531593
287	0.6597430354	0.6083994728
288	0.6598044514	0.608348246
289	0.6598290178	0.6083299288
290	0.6598167346	0.608305593
291	0.6598781506	0.6082855234
292	0.6599518499	0.6082289467
293	0.6599641331	0.6081653768
294	0.6601852307	0.6081087864
295	0.6600255491	0.6080269458
296	0.6601115315	0.6079781507
297	0.6600746819	0.607946993
298	0.6600623987	0.6079253684
299	0.6601483811	0.6079049086
300	0.6601852307	0.6078450235
301	0.6600623987	0.6078118841
302	0.6602220803	0.6077559519
303	0.6602343635	0.6077502854
304	0.6601975139	0.6077393335
305	0.6602589299	0.6077201537
306	0.6602834963	0.6077013431
307	0.6604063283	0.6076102265
308	0.6604431779	0.607580752
309	0.6604431779	0.6075344669
310	0.6604800275	0.6075151934
311	0.6604554611	0.6075004375
312	0.6605782931	0.6074466126
313	0.6606519923	0.6074348199
314	0.6605414435	0.6073765686
315	0.6605660099	0.6073506145
316	0.6605660099	0.6073231527
317	0.6606274259	0.6073016931
318	0.6606274259	0.6073001532
319	0.6606519923	0.6072950847
320	0.6606274259	0.607284955
321	0.6607379747	0.6072767606
322	0.6606028595	0.6072555006
323	0.6608362404	0.6071807208
324	0.6607993908	0.6071504135
325	0.6607625411	0.607101178
326	0.6607625411	0.6070496293
327	0.6610327716	0.6069918271
328	0.6611310372	0.6069701126
329	0.661057338	0.606945202
330	0.6611310372	0.6069067691
331	0.6611678868	0.6068789752
332	0.6612538692	0.6068124273
333	0.6611678868	0.6067989552
334	0.6611556036	0.6067695842
335	0.6611556036	0.6067345387
336	0.6612538692	0.6066580606
337	0.6612661524	0.6066448543
338	0.6615977989	0.6065722289
339	0.6617206309	0.6065126932
340	0.6616837813	0.6064932854
341	0.6617329141	0.6064269728
342	0.6617329141	0.606419655
343	0.6616592149	0.6063914143
344	0.6616592149	0.6063909034
345	0.6617329141	0.6063692223
346	0.6617820469	0.6063504827
347	0.6618557461	0.6063408848
348	0.6618434629	0.6062900592
349	0.6616592149	0.6062410879
350	0.6616837813	0.6062218522
351	0.6616469317	0.6062125164
352	0.6617943301	0.6061695099
353	0.6618557461	0.6061453101
354	0.6620399941	0.6061142921
355	0.6623593573	0.6060808138
356	0.6624944726	0.6060584265
357	0.6622488085	0.6059517935
358	0.6623716405	0.6059222145
359	0.6624084901	0.6058883036
360	0.6624699062	0.6058679654
361	0.6624821894	0.605843826
362	0.662457623	0.6058142327
363	0.662457623	0.6058064883
364	0.662641871	0.6057604393
365	0.6627155702	0.6056921145
366	0.6627401366	0.6056343629
367	0.662764703	0.6056131415
368	0.6628384022	0.6055776788
369	0.6626787206	0.60555004
370	0.662641871	0.6055301623
371	0.6627769862	0.6055079828
372	0.662826119	0.6054768065
373	0.662948951	0.6054190309
374	0.6629121014	0.6053621781
375	0.6629858006	0.6053008451
376	0.6630226502	0.6052575381
377	0.6630840662	0.6052498406
378	0.6631577654	0.6052176307
379	0.6632683143	0.6051518845
380	0.6633788631	0.6050987135
381	0.6633542967	0.6050904041
382	0.6636859431	0.6050060674
383	0.6637842087	0.6049317911
384	0.6637842087	0.6048686122
385	0.6638210583	0.6048290771
386	0.6638210583	0.6048143901
387	0.6638579079	0.6047728318
388	0.6638456247	0.6047405285
389	0.6639561735	0.6047267962
390	0.6639561735	0.6046926176
391	0.6640790056	0.6046628691
392	0.664164988	0.6046510716
393	0.6643369528	0.6046030339
394	0.6643738024	0.6045368104
395	0.6644229352	0.6044699614
396	0.664410652	0.6044429284
397	0.664472068	0.6044158316
398	0.6646685992	0.604357557
399	0.6647054488	0.6043480769
400	0.664717732	0.6043035621
401	0.6647300152	0.6042780621
402	0.6647914312	0.604249337
403	0.6648528472	0.6042188427
404	0.6649756793	0.604195
405	0.6648896969	0.604134916
406	0.6649879625	0.6040973856
407	0.664840564	0.6040811847
408	0.6648896969	0.6040713846
409	0.6650985113	0.6040363842
410	0.6650125289	0.6040109932
411	0.6650002457	0.6039809581
412	0.6648896969	0.6039549421
413	0.6648651304	0.6038684608
414	0.6649388297	0.6038596929
415	0.6649511129	0.6038493191
416	0.6651476441	0.6038211579
417	0.6652090601	0.6037699841
418	0.6652581929	0.603731403
419	0.6651844937	0.6036834949
420	0.6651230777	0.6036372313
421	0.6651599273	0.6035940657
422	0.6652336265	0.6035816924
423	0.6653073257	0.6035310512
424	0.6652459097	0.6035079641
425	0.6652581929	0.6034774207
426	0.6652090601	0.6034632634
427	0.6652213433	0.6034424348
428	0.6652213433	0.6034406383
429	0.6652213433	0.6034373169
430	0.6653073257	0.6034095838
431	0.6654178745	0.6034013786
432	0.6654792905	0.6033499249
433	0.6656021225	0.6033204549
434	0.6656758217	0.6032841549
435	0.6656881049	0.603240371
436	0.6656266889	0.6032296267
437	0.6656881049	0.6032194398
438	0.6657003881	0.6032102119
439	0.6657740874	0.6031821613
440	0.6658232202	0.6031647035
441	0.6659706186	0.6031445033
442	0.665995185	0.603107489
443	0.6660320346	0.603082559
444	0.6660443178	0.60307295
445	0.6660443178	0.6030678116
446	0.6660688842	0.6030225322
447	0.6661057338	0.6029906028
448	0.6661303002	0.6029806571
449	0.6662531322	0.6029392832
450	0.6663145482	0.6028930073
451	0.6664373802	0.6028806873
452	0.666363681	0.6028543932
453	0.6663513978	0.6028307818
454	0.6663391146	0.602823611
455	0.6662776986	0.6027873612
456	0.6664987962	0.6026929168
457	0.6664987962	0.602691053
458	0.6663882474	0.6026270882
459	0.6665233626	0.6026016067
460	0.6665110794	0.6025781149
461	0.6666830443	0.602534686
462	0.6668058763	0.6024877863
463	0.6667935931	0.602430927
464	0.6670024075	0.6023734181
465	0.6670024075	0.6023706777
466	0.6669778411	0.6023024896
467	0.6669409915	0.6022266923
468	0.6669287083	0.6022047048
469	0.6669409915	0.602177348
470	0.6669532747	0.6021689749
471	0.6669778411	0.6021511271
472	0.6669287083	0.6021299743
473	0.6669778411	0.6020916048
474	0.6670269739	0.6020422158
475	0.6671375227	0.6020058123
476	0.6672357883	0.6019702356
477	0.6672235051	0.6019657536
478	0.6671989387	0.6019091027
479	0.6672726379	0.6018953436
480	0.6673094875	0.6018472048
481	0.6672357883	0.6018255011
482	0.6674323196	0.6018047662
483	0.6674691692	0.6017738055
484	0.6674323196	0.6017257008
485	0.6676042844	0.6016659304
486	0.6676042844	0.6016604762
487	0.6675920012	0.6016447799
488	0.6677762492	0.601583645
489	0.667825382	0.6015237125
490	0.6676657004	0.6014773535
491	0.66770255	0.6014691614
492	0.6676165676	0.6014426958
493	0.6676288508	0.6013974577
494	0.6676165676	0.601381715
495	0.6675674348	0.6013392122
496	0.667579718	0.6013262701
497	0.6675551516	0.6013215158
498	0.667763966	0.6012861981
499	0.6676902668	0.6012764063
500	0.6677393996	0.6012679938
501	0.6678622316	0.6012355495
502	0.6678130988	0.6012060332
503	0.6678499484	0.6011639924
504	0.6678622316	0.601127029
505	0.667886798	0.6010899694
506	0.6679604972	0.6010656487
507	0.6680219132	0.6010453689
508	0.6681570284	0.6010085383
509	0.6682798605	0.6009905508
510	0.6682798605	0.6009719264
511	0.6683044269	0.6009565615
512	0.6682675773	0.6009471256
513	0.6682675773	0.6009443998
514	0.6682184445	0.6009292881
515	0.6682184445	0.6008954536
516	0.6682675773	0.6008665064
517	0.6683289933	0.6008090055
518	0.6684026925	0.6007912887
519	0.6684641085	0.6007796843
520	0.6684886749	0.6007697929
521	0.6685132413	0.6007552828
522	0.6685623741	0.6007090298
523	0.6685746573	0.6006962222
524	0.6684272589	0.6006349019
525	0.6684149757	0.600606655
526	0.6685500909	0.6005963382
527	0.6686360733	0.6005724077
528	0.6685378077	0.6005438396
529	0.6685500909	0.6005416102
530	0.6685132413	0.6005367455
531	0.6685132413	0.6005329731
532	0.6684149757	0.6005237298
533	0.6685255245	0.600461981
534	0.6684518253	0.6004570699
535	0.6685132413	0.6004485815
536	0.6685500909	0.6004402322
537	0.6686237901	0.6004101445
538	0.6685132413	0.6003979561
539	0.6685378077	0.6003694504
540	0.6686237901	0.6003324126
541	0.6686237901	0.6003011355
542	0.6686360733	0.6002981742
543	0.6686360733	0.600284813
544	0.6686360733	0.6002841012
545	0.6686115069	0.6002707428
546	0.6686606397	0.6002369923
547	0.6686729229	0.6001853793
548	0.6686852061	0.6001673553
549	0.6683904093	0.6001463621
550	0.6684763917	0.6001352258
551	0.6685869405	0.6001148115
552	0.6686115069	0.6001015
553	0.6687834717	0.6000543828
554	0.6688694541	0.6000076498
555	0.6687466221	0.599979432
556	0.6688080381	0.5999678389
557	0.6687957549	0.5999361055
558	0.6688694541	0.5998684344
559	0.6690045694	0.599817443
560	0.6689800029	0.5997987014
561	0.6688940205	0.5997773386
562	0.6690537022	0.599758467
563	0.6688694541	0.5997147195
564	0.6689431533	0.5996806709
565	0.6689308701	0.5996628246
566	0.6689554365	0.5996572892
567	0.6690905518	0.5996305807
568	0.6690045694	0.5995948584
569	0.6691396846	0.5995736035
570	0.6690291358	0.5995585378
571	0.669102835	0.5995465526
572	0.6691765342	0.5994968175
573	0.6691519678	0.5994777752
574	0.669164251	0.599474087
575	0.669225667	0.5994474524
576	0.6691519678	0.5994167363
577	0.6691888174	0.5993800595
578	0.6691396846	0.5993758257
579	0.669164251	0.5993555892
580	0.669287083	0.599335554
581	0.6693853486	0.5993097607
582	0.6693853486	0.5992694795
583	0.6696187294	0.599234905
584	0.6696187294	0.5992345052
585	0.6697906942	0.5991914626
586	0.6697415614	0.5991324725
587	0.6697415614	0.5991161726
588	0.669778411	0.5991048551
589	0.6698029774	0.5990487806
590	0.669716995	0.599005563
591	0.6697661278	0.5989716176
592	0.6696187294	0.5989038713
593	0.6696187294	0.5988961085
594	0.6696064462	0.5988413259
595	0.6697906942	0.5988189159
596	0.6697047118	0.5987934715
597	0.6697047118	0.5987870269
598	0.6697415614	0.5987793228
599	0.669716995	0.5987718546
600	0.6697661278	0.5987437344
601	0.6697661278	0.5987097137
602	0.6698275439	0.5986346291
603	0.6700977743	0.5985672787
604	0.6701469071	0.5985636488
605	0.6702451727	0.5985172969
606	0.6702083231	0.5985114761
607	0.6702574559	0.5985064327
608	0.6702574559	0.5984908965
609	0.6702083231	0.5984660664
610	0.6701714735	0.598418535
611	0.6701346239	0.5984131567
612	0.6702697391	0.598355536
613	0.6703557215	0.5982817023
614	0.6703925711	0.5982702098
615	0.6704048543	0.5982629492
616	0.6704539871	0.5982580381
617	0.6704048543	0.5982138053
618	0.6703925711	0.5981854155
619	0.6703925711	0.5981677231
620	0.6705399695	0.5981355764
621	0.6705399695	0.5981339211
622	0.6706013855	0.5981078115
623	0.6706013855	0.598107794
624	0.6707242176	0.5980928264
625	0.6706750848	0.5980860068
626	0.6706382351	0.5980457825
627	0.670748784	0.5980007061
628	0.6707979168	0.5979676439
629	0.670871616	0.5979174476
630	0.6710190144	0.5978977223
631	0.6710804304	0.5978785732
632	0.6714120768	0.5978276485
633	0.671362944	0.5977757773
634	0.6715226257	0.5977475611
635	0.6714120768	0.597722294
636	0.6716086081	0.5976744075
637	0.6716086081	0.5976434981
638	0.6716208913	0.5976282279
639	0.6716086081	0.5976242353
640	0.6716208913	0.5976054376
641	0.6715594753	0.5975389875
642	0.6715840417	0.5974967683
643	0.6715840417	0.597493088
644	0.6716577409	0.5974250232
645	0.6716454577	0.5974164071
646	0.6715840417	0.5973986867
647	0.6715963249	0.5973959807
648	0.6715349089	0.5973571485
649	0.6715349089	0.5973439995
650	0.6714980593	0.5973108516
651	0.6716208913	0.5972715419
652	0.6715471921	0.597235693
653	0.6717437233	0.5972113739
654	0.6716823073	0.5971448194
655	0.6715963249	0.5971201259
656	0.6715840417	0.5971110852
657	0.6717560065	0.5970547002
658	0.6718297057	0.5970234015
659	0.6718542721	0.5969625113
660	0.6718051393	0.5969565928
661	0.6717805729	0.596950548
662	0.6717928561	0.596945857
663	0.6719402545	0.5969248541
664	0.6719402545	0.5969206259
665	0.6720262369	0.5968747768
666	0.6719893873	0.5968619587
667	0.6719893873	0.596819997
668	0.6719034049	0.5967704174
669	0.6720262369	0.5967286117
670	0.6720876529	0.5966732889
671	0.6720139537	0.5966306394
672	0.6720753697	0.5966166526
673	0.6722596177	0.5965949352
674	0.6722841841	0.5965654852
675	0.6724070162	0.5964971882
676	0.6725544146	0.5964884009
677	0.6724070162	0.5964638382
678	0.6725298482	0.5964305125
679	0.672578981	0.5963963188
680	0.6725544146	0.5963923246
681	0.6725544146	0.5963871089
682	0.6725421314	0.5963624458
683	0.6725666978	0.5963477474
684	0.6726158306	0.5962913609
685	0.6725912642	0.596278119
686	0.6725912642	0.5962646111
687	0.6727263794	0.5962389203
688	0.6728983442	0.5962042159
689	0.672886061	0.59620294
690	0.6729597602	0.596128991
691	0.6728983442	0.596087553
692	0.6728983442	0.5960848538
693	0.6728983442	0.596084615
694	0.6731808579	0.5960503838
695	0.6730825922	0.5960424955
696	0.673008893	0.5960070108
697	0.6729720434	0.5959940106
698	0.6731071586	0.5959433902
699	0.6731317251	0.5959377804
700	0.6731562915	0.5958757005
701	0.6731071586	0.5958548227
702	0.6730948754	0.5958464022
703	0.6732299907	0.5957999083
704	0.6731685747	0.5957435347
705	0.6733528227	0.5957059681
706	0.6733405395	0.5956919718
707	0.6733159731	0.5956676128
708	0.6733036899	0.5956629227
709	0.6733773891	0.5955996492
710	0.6733282563	0.5955862296
711	0.6733528227	0.5955815135
712	0.6733896723	0.5955706975
713	0.6734019555	0.5955506299
714	0.6734388051	0.5955026173
715	0.6735247875	0.5954677763
716	0.6735247875	0.5954450816
717	0.6736844691	0.5954123598
718	0.6736967523	0.5953776677
719	0.6737090355	0.5953375259
720	0.6737336019	0.5953295275
721	0.6737213187	0.595322676
722	0.6737950179	0.5952864457
723	0.6737827347	0.5952627141
724	0.6739178499	0.595235894
725	0.6739669828	0.5952224723
726	0.6739178499	0.5952093896
727	0.6739424164	0.5951938097
728	0.6739915492	0.5951785779
729	0.6741143812	0.5951404308
730	0.674102098	0.5951239807
731	0.6740161156	0.5950952464
732	0.6739915492	0.5950816163
733	0.6740775316	0.5950654273
734	0.6741757972	0.5950392717
735	0.6742617796	0.594989999
736	0.6742986292	0.5949673793
737	0.6743354788	0.5949639368
738	0.6743968948	0.5949281876
739	0.6743968948	0.5949207958
740	0.6743968948	0.5948622781
741	0.6744460276	0.5948512406
742	0.674470594	0.5948128438
743	0.6745565764	0.5947783005
744	0.6748268069	0.5947541907
745	0.6748390901	0.5947431248
746	0.6747285412	0.5947111208
747	0.6745688596	0.5946983814
748	0.6745565764	0.5946716054
749	0.6745565764	0.5946681973
750	0.6746057092	0.594641759
751	0.6746179924	0.5946270453
752	0.6746425588	0.5946178611
753	0.6745811428	0.5945587343
754	0.6745565764	0.5945153695
755	0.674593426	0.5944943662
756	0.67453201	0.5944417671
757	0.67453201	0.5944373846
758	0.674654842	0.5943991482
759	0.674593426	0.5943566624
760	0.67453201	0.5943084911
761	0.6745688596	0.5942899951
762	0.6744337444	0.5942854328
763	0.6745565764	0.5942647478
764	0.6748513733	0.5942218558
765	0.6749250725	0.5941884951
766	0.6749619221	0.5941826326
767	0.6750970373	0.5941618183
768	0.6751584533	0.5940886408
769	0.6751707365	0.5940828319
770	0.6752444357	0.5940593062
771	0.6752567189	0.594055143
772	0.6752075861	0.5940325209
773	0.6751953029	0.594024326
774	0.6752812853	0.5939954737
775	0.6753058517	0.5939892336
776	0.6752444357	0.5939737952
777	0.6752198693	0.5939452742
778	0.6752198693	0.5939261032
779	0.6750970373	0.5939204339
780	0.6750601877	0.5939103502
781	0.6751461701	0.593885664
782	0.6751338869	0.5938580535
783	0.6752321525	0.5938077218
784	0.6753672677	0.5938040248
785	0.6753795509	0.5937751313
786	0.6753795509	0.59377193
787	0.6753181349	0.5937535129
788	0.6753795509	0.5937357913
789	0.6752567189	0.5937247671
790	0.6755146661	0.5936647199
791	0.6755883654	0.5936159807
792	0.6755760822	0.5936118564
793	0.6757603302	0.5935759743
794	0.6757848966	0.5935695844
795	0.6757111974	0.59353792
796	0.6756006486	0.5935292183
797	0.6758463126	0.5934935273
798	0.6760182774	0.593468259
799	0.6760674102	0.5934287906
800	0.6760059942	0.5933912412
801	0.6761288262	0.5933625251
802	0.6760428438	0.5933476393
803	0.6760674102	0.5933268938
804	0.6760059942	0.5933114347
805	0.6760796934	0.593280561
806	0.6762762246	0.5932367103
807	0.676239375	0.593220248
808	0.6763744902	0.5931873802
809	0.6763867734	0.5931494121
810	0.6764727559	0.5931329819
811	0.6764850391	0.5931071133
812	0.6764359063	0.5930731424
813	0.6764973223	0.593040073
814	0.6765464551	0.5930098334
815	0.6764727559	0.5929794454
816	0.6765096055	0.5929414189
817	0.6765710215	0.5929103338
818	0.6764850391	0.5928902779
819	0.6768412519	0.5928569292
820	0.6768658183	0.5927858044
821	0.6768535351	0.5927353027
822	0.6768535351	0.5927352338
823	0.6768903847	0.5927310036
824	0.6768658183	0.5927220277
825	0.6768781015	0.5927067931
826	0.6768903847	0.5926962749
827	0.6768412519	0.5926611383
828	0.6768289687	0.5926078382
829	0.6769640839	0.5925655492
830	0.6769640839	0.592560828
831	0.6769886503	0.5925461253
832	0.6770009335	0.5925110395
833	0.6769886503	0.5924896576
834	0.6770254999	0.5924870311
835	0.6771360487	0.5924457971
836	0.6770746327	0.5924230767
837	0.6770500663	0.5924055952
838	0.6770623495	0.5924041772
839	0.6770500663	0.5924026723
840	0.6770132167	0.5923953312
841	0.6770500663	0.5923897841
842	0.6771483319	0.5923504458
843	0.6771114823	0.5923054244
844	0.6770623495	0.5922836377
845	0.6769886503	0.5922763537
846	0.6770623495	0.5922529133
847	0.6770991991	0.5922112796
848	0.6771237655	0.5922095495
849	0.6770991991	0.5922000935
850	0.6772834472	0.5921781757
851	0.6772957304	0.5921601703
852	0.6772220312	0.592118936
853	0.677393996	0.592096049
854	0.677393996	0.5920940911
855	0.6774062792	0.5920578242
856	0.6774185624	0.5920548389
857	0.6776150936	0.59203543
858	0.6777256424	0.5919799003
859	0.677762492	0.5919620052
860	0.677762492	0.5919402183
861	0.6777870584	0.5919110424
862	0.6777133592	0.5918833891
863	0.6777256424	0.5918567406
864	0.6779344568	0.5918370477
865	0.6779344568	0.5918343319
866	0.6780327224	0.5917950013
867	0.6779590232	0.5917826596
868	0.6779590232	0.5917678691
869	0.6779958728	0.5917222618
870	0.6780204392	0.5917116181
871	0.6780941385	0.5916578248
872	0.6781555545	0.591641252
873	0.6780941385	0.5915990232
874	0.6780818553	0.591541532
875	0.6781924041	0.5915260172
876	0.6781801209	0.5914755524
877	0.6783643689	0.5914454136
878	0.6783643689	0.5914380547
879	0.6784135017	0.5914203081
880	0.6783398025	0.5913648697
881	0.6781555545	0.5913362814
882	0.6781555545	0.5913010332
